algorithm,parameters,dataset,count,qps,distcomps,build,indexsize,queriessize,mean_ssd_ios,mean_latency,track,recall/ap
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 168, 'mt_threshold': 0.0, 'max_codes': 2000}))",yfcc-10M,10,7698.6620662082105,0.0,1000000.0,6529420.0,848.1239913958073,0,0,filter,0.909848
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 188, 'mt_threshold': 0.0, 'max_codes': 2000}))",yfcc-10M,10,7811.632394760038,0.0,1000000.0,6529420.0,835.858584996891,0,0,filter,0.9140140000000001
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 208, 'mt_threshold': 0.0, 'max_codes': 2000}))",yfcc-10M,10,7801.463172387768,0.0,1000000.0,6529420.0,836.9481282831669,0,0,filter,0.917438
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 256, 'mt_threshold': 0.0, 'max_codes': 2000}))",yfcc-10M,10,7869.704402566584,0.0,1000000.0,6529420.0,829.6906295324802,0,0,filter,0.9236679999999999
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 128, 'mt_threshold': 0.0, 'max_codes': 4000}))",yfcc-10M,10,7606.953789799336,0.0,1000000.0,6529420.0,858.3488450732707,0,0,filter,0.923733
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 512, 'mt_threshold': 0.0, 'max_codes': 2000}))",yfcc-10M,10,7557.509170023109,0.0,1000000.0,6529420.0,863.9645487826824,0,0,filter,0.9370390000000001
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 1024, 'mt_threshold': 0.0, 'max_codes': 2000}))",yfcc-10M,10,6325.159740178738,0.0,1000000.0,6529420.0,1032.2932966457365,0,0,filter,0.9419029999999999
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 2048, 'mt_threshold': 0.0, 'max_codes': 2000}))",yfcc-10M,10,5187.562813010672,0.0,1000000.0,6529420.0,1258.668132870388,0,0,filter,0.942613
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 256, 'mt_threshold': 0.0, 'max_codes': 4000}))",yfcc-10M,10,6966.986352971912,0.0,1000000.0,6529420.0,937.1943146142005,0,0,filter,0.9493389999999999
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 512, 'mt_threshold': 0.0, 'max_codes': 4000}))",yfcc-10M,10,6087.960354661708,0.0,1000000.0,6529420.0,1072.513554560232,0,0,filter,0.962877
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 1024, 'mt_threshold': 0.0, 'max_codes': 4000}))",yfcc-10M,10,4940.988737989182,0.0,1000000.0,6529420.0,1321.4804457654475,0,0,filter,0.967778
wm_filter_direct_2k,"Faiss(('IVF2048,SQ8', 'direct', {'nprobe': 2048, 'mt_threshold': 0.0, 'max_codes': 4000}))",yfcc-10M,10,4043.2412687959136,0.0,1000000.0,6529420.0,1614.8974463610173,0,0,filter,0.968491
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 32, 'mt_threshold': 0.0, 'max_codes': 500, 'k_factor': 20}))",yfcc-10M,10,7075.510314558538,0.0,1000000.0,7171240.0,1013.5297217000008,0,0,filter,0.727659
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 64, 'mt_threshold': 0.0, 'max_codes': 500, 'k_factor': 20}))",yfcc-10M,10,6729.758473253307,0.0,1000000.0,7171240.0,1065.6013924572944,0,0,filter,0.773462
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 32, 'mt_threshold': 0.0, 'max_codes': 1000, 'k_factor': 20}))",yfcc-10M,10,7002.272935994665,0.0,1000000.0,7171240.0,1024.130316762829,0,0,filter,0.7739119999999999
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 128, 'mt_threshold': 0.0, 'max_codes': 500, 'k_factor': 20}))",yfcc-10M,10,6880.86896484157,0.0,1000000.0,7171240.0,1042.1997623617174,0,0,filter,0.8075659999999999
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 32, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 20}))",yfcc-10M,10,7019.694086699557,0.0,1000000.0,7171240.0,1021.588677715683,0,0,filter,0.807648
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 64, 'mt_threshold': 0.0, 'max_codes': 1000, 'k_factor': 20}))",yfcc-10M,10,6705.224401232009,0.0,1000000.0,7171240.0,1069.500373273468,0,0,filter,0.822942
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 32, 'mt_threshold': 0.0, 'max_codes': 4000, 'k_factor': 20}))",yfcc-10M,10,6847.6927837634785,0.0,1000000.0,7171240.0,1047.2490846849441,0,0,filter,0.829266
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 256, 'mt_threshold': 0.0, 'max_codes': 500, 'k_factor': 20}))",yfcc-10M,10,6678.210397356881,0.0,1000000.0,7171240.0,1073.8266052291872,0,0,filter,0.830754
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 512, 'mt_threshold': 0.0, 'max_codes': 500, 'k_factor': 20}))",yfcc-10M,10,6665.325328763525,0.0,1000000.0,7171240.0,1075.90247231493,0,0,filter,0.843333
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 1024, 'mt_threshold': 0.0, 'max_codes': 500, 'k_factor': 20}))",yfcc-10M,10,6674.835559743143,0.0,1000000.0,7171240.0,1074.3695385172844,0,0,filter,0.847945
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 64, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 20}))",yfcc-10M,10,6806.58204278245,0.0,1000000.0,7171240.0,1053.5743130583764,0,0,filter,0.8595140000000001
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 256, 'mt_threshold': 0.0, 'max_codes': 1000, 'k_factor': 20}))",yfcc-10M,10,6618.236594056061,0.0,1000000.0,7171240.0,1083.5575153720856,0,0,filter,0.8830920000000001
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 64, 'mt_threshold': 0.0, 'max_codes': 4000, 'k_factor': 20}))",yfcc-10M,10,6619.083106286359,0.0,1000000.0,7171240.0,1083.418939579296,0,0,filter,0.883114
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 98, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 20}))",yfcc-10M,10,6825.542740626515,0.0,1000000.0,7171240.0,1050.6475854756354,0,0,filter,0.884121
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 98, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 10}))",yfcc-10M,10,6870.669705289782,0.0,1000000.0,7171240.0,1043.746870043659,0,0,filter,0.884121
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 108, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 20}))",yfcc-10M,10,6848.160237294249,0.0,1000000.0,7171240.0,1047.1775997509956,0,0,filter,0.8890629999999999
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 108, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 10}))",yfcc-10M,10,6925.829004494808,0.0,1000000.0,7171240.0,1035.434169013691,0,0,filter,0.8890629999999999
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 512, 'mt_threshold': 0.0, 'max_codes': 1000, 'k_factor': 20}))",yfcc-10M,10,6681.945131601519,0.0,1000000.0,7171240.0,1073.226412184143,0,0,filter,0.8961410000000001
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 128, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 20}))",yfcc-10M,10,6804.3563737654395,0.0,1000000.0,7171240.0,1053.9189316493034,0,0,filter,0.897001
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 128, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 10}))",yfcc-10M,10,6944.224452325585,0.0,1000000.0,7171240.0,1032.6912744875908,0,0,filter,0.897001
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 1024, 'mt_threshold': 0.0, 'max_codes': 1000, 'k_factor': 20}))",yfcc-10M,10,6245.46347018603,0.0,1000000.0,7171240.0,1148.2318380746842,0,0,filter,0.900872
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 128, 'mt_threshold': 0.0, 'max_codes': 4000, 'k_factor': 20}))",yfcc-10M,10,6370.39268239828,0.0,1000000.0,7171240.0,1125.7139641979218,0,0,filter,0.9218780000000001
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 256, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 20}))",yfcc-10M,10,6552.5678681768895,0.0,1000000.0,7171240.0,1094.416745353794,0,0,filter,0.9218930000000001
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 512, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 20}))",yfcc-10M,10,6255.32779136149,0.0,1000000.0,7171240.0,1146.4211371789934,0,0,filter,0.935173
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 1024, 'mt_threshold': 0.0, 'max_codes': 2000, 'k_factor': 20}))",yfcc-10M,10,5433.449479040045,0.0,1000000.0,7171240.0,1319.8319092988013,0,0,filter,0.939973
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 256, 'mt_threshold': 0.0, 'max_codes': 4000, 'k_factor': 20}))",yfcc-10M,10,5884.9294848815,0.0,1000000.0,7171240.0,1218.5770481061936,0,0,filter,0.947306
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 512, 'mt_threshold': 0.0, 'max_codes': 4000, 'k_factor': 20}))",yfcc-10M,10,5256.9050283477545,0.0,1000000.0,7171240.0,1364.156278519249,0,0,filter,0.9607430000000001
wm_filter_direct_2k_pq_refine,"Faiss(('IVF2048,PQ96,Refine(SQ8)', 'direct', {'nprobe': 1024, 'mt_threshold': 0.0, 'max_codes': 4000, 'k_factor': 20}))",yfcc-10M,10,4446.398710947383,0.0,1000000.0,7171240.0,1612.819827053261,0,0,filter,0.965583
